Order_ID,Order_Date,Day_of_Week,Month,Customer_ID,Menu_Item,Category,Quantity_Sold,Unit_Price,Total_Sales,Inventory_Stock,Inventory_Used,Food_Waste,Customer_Rating,Review,Sentiment,Payment_Method,Branch
2070,2025-07-13,Sunday,7,1661,Pizza,Fast Food,6,550,3300,19,6,13,4,Average taste,Neutral,Cash,Uttara
2071,2025-04-15,Tuesday,4,1547,Pizza,Fast Food,4,550,2200,10,4,6,3,Amazing quality,Positive,Card,Dhanmondi
2072,2025-11-25,Tuesday,11,1800,Pizza,Fast Food,3,550,1650,12,3,9,2,Very tasty and fresh,Positive,Bkash,Mirpur
2073,2025-09-19,Friday,9,1427,Pizza,Fast Food,6,550,3300,15,6,9,5,Bad experience,Negative,Nagad,Mirpur
2074,2025-01-05,Sunday,1,1059,Pizza,Fast Food,2,550,1100,17,2,15,5,Amazing quality,Positive,Bkash,Mirpur
2075,2025-03-10,Monday,3,1937,Burger,Fast Food,1,250,250,18,1,17,5,Amazing quality,Positive,Nagad,Banani
2076,2025-05-06,Tuesday,5,1968,Coffee,Beverage,6,180,1080,23,6,17,5,Service was normal,Neutral,Bkash,Dhanmondi
2077,2025-11-02,Sunday,11,1114,Juice,Beverage,3,150,450,14,3,11,3,Very tasty and fresh,Positive,Nagad,Uttara
2078,2025-04-02,Wednesday,4,1046,Pizza,Fast Food,4,550,2200,14,4,10,4,Excellent food and fast service,Positive,Card,Mirpur
2079,2025-09-30,Tuesday,9,1939,Fried Rice,Main Course,2,280,560,16,2,14,2,Acceptable,Neutral,Cash,Banani
2080,2025-11-11,Tuesday,11,2000,Sandwich,Fast Food,3,220,660,21,3,18,4,Amazing quality,Positive,Cash,Uttara
2081,2025-09-21,Sunday,9,1432,Fried Rice,Main Course,2,280,560,7,2,5,5,Highly recommended,Positive,Cash,Uttara
2082,2025-12-28,Sunday,12,1765,Burger,Fast Food,1,250,250,6,1,5,3,Very tasty and fresh,Positive,Bkash,Uttara
2083,2025-10-06,Monday,10,1334,Juice,Beverage,4,150,600,12,4,8,3,Excellent food and fast service,Positive,Bkash,Uttara
2084,2025-09-29,Monday,9,1947,Fried Rice,Main Course,1,280,280,17,1,16,5,Very tasty and fresh,Positive,Card,Dhanmondi
2085,2025-01-31,Friday,1,1774,Sandwich,Fast Food,7,220,1540,25,7,18,5,Highly recommended,Positive,Card,Uttara
2086,2025-04-01,Tuesday,4,1219,Noodles,Main Course,4,260,1040,21,4,17,5,It was okay,Neutral,Nagad,Dhanmondi
2087,2025-09-16,Tuesday,9,1107,Coffee,Beverage,2,180,360,19,2,17,3,Highly recommended,Positive,Nagad,Mirpur
2088,2025-02-25,Tuesday,2,1810,Burger,Fast Food,2,250,500,13,2,11,3,Amazing quality,Positive,Card,Uttara
2089,2025-11-08,Saturday,11,1472,Biryani,Main Course,2,320,640,14,2,12,2,Very tasty and fresh,Positive,Nagad,Mirpur
2090,2025-12-29,Monday,12,1666,Burger,Fast Food,7,250,1750,27,7,20,2,Excellent food and fast service,Positive,Nagad,Mirpur
2091,2025-10-25,Saturday,10,1253,Biryani,Main Course,1,320,320,9,1,8,2,Too salty,Negative,Card,Banani
2092,2025-11-07,Friday,11,1711,Sandwich,Fast Food,7,220,1540,15,7,8,2,Amazing quality,Positive,Bkash,Banani
2093,2025-10-24,Friday,10,1182,Noodles,Main Course,4,260,1040,18,4,14,2,Highly recommended,Positive,Card,Banani
2094,2025-07-12,Saturday,7,1890,Coffee,Beverage,7,180,1260,24,7,17,4,Acceptable,Neutral,Cash,Uttara
2095,2025-06-15,Sunday,6,1579,Sandwich,Fast Food,4,220,880,18,4,14,3,Acceptable,Neutral,Bkash,Mirpur
2096,2025-04-25,Friday,4,1782,Ice Cream,Dessert,5,120,600,23,5,18,5,Average taste,Neutral,Bkash,Uttara
2097,2025-10-24,Friday,10,1146,Ice Cream,Dessert,1,120,120,20,1,19,5,Highly recommended,Positive,Nagad,Mirpur
2098,2025-02-02,Sunday,2,1566,Sandwich,Fast Food,7,220,1540,27,7,20,5,Excellent food and fast service,Positive,Bkash,Banani
2099,2025-05-11,Sunday,5,1976,Noodles,Main Course,6,260,1560,20,6,14,3,Excellent food and fast service,Positive,Bkash,Dhanmondi
2100,2025-07-30,Wednesday,7,1966,Sandwich,Fast Food,4,220,880,18,4,14,4,Bad experience,Negative,Card,Banani
2101,2025-10-25,Saturday,10,1546,Noodles,Main Course,2,260,520,19,2,17,2,Amazing quality,Positive,Bkash,Mirpur
2102,2025-06-11,Wednesday,6,1988,Burger,Fast Food,3,250,750,20,3,17,3,Too salty,Negative,Cash,Dhanmondi
2103,2025-03-25,Tuesday,3,1296,Juice,Beverage,3,150,450,22,3,19,2,Highly recommended,Positive,Cash,Uttara
2104,2025-05-19,Monday,5,1000,Noodles,Main Course,5,260,1300,21,5,16,3,Very tasty and fresh,Positive,Cash,Mirpur
2105,2025-09-05,Friday,9,1566,Pasta,Main Course,4,350,1400,24,4,20,4,Excellent food and fast service,Positive,Nagad,Uttara
2106,2025-01-08,Wednesday,1,1000,Biryani,Main Course,8,320,2560,24,8,16,3,Food was cold,Negative,Cash,Mirpur
2107,2025-07-19,Saturday,7,1933,Juice,Beverage,2,150,300,18,2,16,4,Average taste,Neutral,Nagad,Mirpur
2108,2025-02-19,Wednesday,2,1680,Noodles,Main Course,5,260,1300,16,5,11,4,Bad experience,Negative,Nagad,Banani
2109,2025-10-19,Sunday,10,1483,Burger,Fast Food,8,250,2000,13,8,5,3,Acceptable,Neutral,Nagad,Dhanmondi
2110,2025-01-16,Thursday,1,1048,Pizza,Fast Food,4,550,2200,22,4,18,3,Excellent food and fast service,Positive,Bkash,Mirpur
2111,2025-06-05,Thursday,6,1681,Pasta,Main Course,3,350,1050,9,3,6,4,Loved the food,Positive,Nagad,Banani
2112,2025-07-11,Friday,7,1119,Biryani,Main Course,5,320,1600,11,5,6,4,Very tasty and fresh,Positive,Bkash,Banani
2113,2025-09-02,Tuesday,9,1961,Biryani,Main Course,6,320,1920,24,6,18,3,It was okay,Neutral,Cash,Dhanmondi
2114,2025-06-19,Thursday,6,1264,Fried Rice,Main Course,4,280,1120,18,4,14,5,Excellent food and fast service,Positive,Bkash,Banani
2115,2025-07-19,Saturday,7,1615,Pasta,Main Course,5,350,1750,20,5,15,5,Very tasty and fresh,Positive,Bkash,Uttara
2116,2025-02-19,Wednesday,2,1992,Fried Rice,Main Course,4,280,1120,19,4,15,3,Excellent food and fast service,Positive,Bkash,Mirpur
2117,2025-06-28,Saturday,6,1057,Fried Rice,Main Course,2,280,560,12,2,10,2,Acceptable,Neutral,Card,Banani
2118,2025-03-07,Friday,3,1242,Biryani,Main Course,2,320,640,9,2,7,3,Not worth the price,Negative,Nagad,Banani
2119,2025-03-22,Saturday,3,1328,Juice,Beverage,5,150,750,17,5,12,4,Acceptable,Neutral,Bkash,Uttara
2120,2025-04-03,Thursday,4,1143,Ice Cream,Dessert,5,120,600,15,5,10,4,Service was normal,Neutral,Cash,Banani
2121,2025-03-01,Saturday,3,1459,Noodles,Main Course,6,260,1560,26,6,20,2,Excellent food and fast service,Positive,Cash,Mirpur
2122,2025-01-27,Monday,1,1264,Noodles,Main Course,1,260,260,17,1,16,5,Excellent food and fast service,Positive,Nagad,Mirpur
2123,2025-05-18,Sunday,5,1790,Sandwich,Fast Food,4,220,880,20,4,16,3,Service was normal,Neutral,Bkash,Banani
2124,2025-09-28,Sunday,9,1307,Pasta,Main Course,2,350,700,21,2,19,5,Amazing quality,Positive,Card,Mirpur
2125,2025-05-29,Thursday,5,1522,Ice Cream,Dessert,4,120,480,10,4,6,2,Highly recommended,Positive,Card,Uttara
2126,2025-03-05,Wednesday,3,1704,Noodles,Main Course,4,260,1040,22,4,18,3,Excellent food and fast service,Positive,Card,Uttara
2127,2025-08-07,Thursday,8,1069,Burger,Fast Food,8,250,2000,18,8,10,4,Bad experience,Negative,Card,Banani
2128,2025-10-06,Monday,10,1445,Sandwich,Fast Food,4,220,880,9,4,5,3,Amazing quality,Positive,Bkash,Dhanmondi
2129,2025-06-10,Tuesday,6,1334,Biryani,Main Course,2,320,640,21,2,19,3,Nothing special,Neutral,Bkash,Uttara
2130,2025-09-05,Friday,9,1364,Noodles,Main Course,1,260,260,9,1,8,5,Excellent food and fast service,Positive,Nagad,Uttara
2131,2025-05-30,Friday,5,1453,Pasta,Main Course,7,350,2450,27,7,20,5,Highly recommended,Positive,Card,Banani
2132,2025-10-29,Wednesday,10,1139,Pizza,Fast Food,5,550,2750,17,5,12,4,Highly recommended,Positive,Nagad,Banani
2133,2025-05-15,Thursday,5,1049,Coffee,Beverage,1,180,180,6,1,5,4,Average taste,Neutral,Nagad,Uttara
2134,2025-10-23,Thursday,10,1553,Burger,Fast Food,4,250,1000,19,4,15,5,Excellent food and fast service,Positive,Bkash,Mirpur
2135,2025-03-29,Saturday,3,1795,Pasta,Main Course,7,350,2450,20,7,13,4,Acceptable,Neutral,Nagad,Mirpur
2136,2025-08-13,Wednesday,8,1356,Biryani,Main Course,6,320,1920,26,6,20,3,Amazing quality,Positive,Cash,Dhanmondi
2137,2025-04-02,Wednesday,4,1748,Biryani,Main Course,2,320,640,21,2,19,2,Nothing special,Neutral,Card,Mirpur
2138,2025-09-28,Sunday,9,1014,Noodles,Main Course,4,260,1040,23,4,19,4,Not worth the price,Negative,Bkash,Mirpur
2139,2025-06-18,Wednesday,6,1535,Pizza,Fast Food,5,550,2750,16,5,11,5,Very tasty and fresh,Positive,Cash,Dhanmondi
2140,2025-04-04,Friday,4,1770,Fried Rice,Main Course,1,280,280,12,1,11,5,Loved the food,Positive,Cash,Dhanmondi
2141,2025-10-23,Thursday,10,1590,Fried Rice,Main Course,8,280,2240,15,8,7,2,Loved the food,Positive,Cash,Uttara
2142,2025-02-23,Sunday,2,1573,Sandwich,Fast Food,8,220,1760,14,8,6,5,Very tasty and fresh,Positive,Nagad,Uttara
2143,2025-04-24,Thursday,4,1768,Coffee,Beverage,2,180,360,17,2,15,2,Acceptable,Neutral,Nagad,Dhanmondi
2144,2025-12-09,Tuesday,12,1764,Coffee,Beverage,4,180,720,13,4,9,2,Average taste,Neutral,Cash,Uttara
2145,2025-10-27,Monday,10,1128,Pizza,Fast Food,1,550,550,13,1,12,5,Bad experience,Negative,Bkash,Uttara
2146,2025-11-27,Thursday,11,1043,Coffee,Beverage,6,180,1080,14,6,8,2,Highly recommended,Positive,Bkash,Dhanmondi
2147,2025-09-15,Monday,9,1306,Pizza,Fast Food,1,550,550,15,1,14,3,Very tasty and fresh,Positive,Nagad,Uttara
2148,2025-07-25,Friday,7,1143,Pizza,Fast Food,6,550,3300,26,6,20,5,Highly recommended,Positive,Cash,Uttara
2149,2025-12-20,Saturday,12,1817,Coffee,Beverage,7,180,1260,19,7,12,2,Very tasty and fresh,Positive,Cash,Mirpur
2150,2025-10-06,Monday,10,1461,Coffee,Beverage,7,180,1260,14,7,7,3,Loved the food,Positive,Cash,Mirpur
2151,2025-07-17,Thursday,7,1355,Juice,Beverage,4,150,600,24,4,20,2,Loved the food,Positive,Cash,Banani
2152,2025-05-29,Thursday,5,1932,Fried Rice,Main Course,7,280,1960,13,7,6,3,Acceptable,Neutral,Nagad,Banani
2153,2025-04-04,Friday,4,1784,Sandwich,Fast Food,1,220,220,11,1,10,5,Highly recommended,Positive,Nagad,Dhanmondi
2154,2025-06-25,Wednesday,6,1826,Fried Rice,Main Course,5,280,1400,15,5,10,4,Highly recommended,Positive,Bkash,Dhanmondi
2155,2025-12-27,Saturday,12,1713,Juice,Beverage,2,150,300,8,2,6,5,Bad experience,Negative,Bkash,Uttara
2156,2025-06-21,Saturday,6,1998,Noodles,Main Course,5,260,1300,23,5,18,4,Food was cold,Negative,Cash,Dhanmondi
2157,2025-04-07,Monday,4,1008,Noodles,Main Course,1,260,260,10,1,9,4,Very tasty and fresh,Positive,Card,Banani
2158,2025-08-03,Sunday,8,1893,Fried Rice,Main Course,7,280,1960,16,7,9,2,Bad experience,Negative,Bkash,Mirpur
2159,2025-12-13,Saturday,12,1235,Pasta,Main Course,8,350,2800,16,8,8,4,Amazing quality,Positive,Card,Dhanmondi
2160,2025-10-22,Wednesday,10,1711,Juice,Beverage,1,150,150,19,1,18,2,Loved the food,Positive,Card,Uttara
2161,2025-09-16,Tuesday,9,1772,Noodles,Main Course,5,260,1300,24,5,19,4,Service was normal,Neutral,Cash,Uttara
2162,2025-06-18,Wednesday,6,1464,Noodles,Main Course,8,260,2080,17,8,9,4,Food was cold,Negative,Card,Dhanmondi
2163,2025-11-25,Tuesday,11,1794,Juice,Beverage,2,150,300,10,2,8,2,Service was normal,Neutral,Card,Mirpur
2164,2025-04-17,Thursday,4,1453,Ice Cream,Dessert,2,120,240,22,2,20,4,Highly recommended,Positive,Card,Uttara
2165,2025-04-20,Sunday,4,1096,Juice,Beverage,5,150,750,25,5,20,3,Loved the food,Positive,Cash,Dhanmondi
2166,2025-11-15,Saturday,11,1992,Pizza,Fast Food,6,550,3300,17,6,11,2,Highly recommended,Positive,Card,Uttara
2167,2025-07-22,Tuesday,7,1946,Biryani,Main Course,6,320,1920,19,6,13,4,Average taste,Neutral,Cash,Uttara
2168,2025-04-30,Wednesday,4,1007,Pizza,Fast Food,1,550,550,17,1,16,4,Very tasty and fresh,Positive,Bkash,Dhanmondi
2169,2025-01-11,Saturday,1,1163,Burger,Fast Food,8,250,2000,21,8,13,4,Very tasty and fresh,Positive,Bkash,Uttara
2170,2025-10-10,Friday,10,1101,Pizza,Fast Food,1,550,550,21,1,20,3,Service was normal,Neutral,Card,Mirpur
2171,2025-10-06,Monday,10,1261,Sandwich,Fast Food,1,220,220,21,1,20,5,Highly recommended,Positive,Card,Uttara
2172,2025-04-01,Tuesday,4,1189,Coffee,Beverage,2,180,360,22,2,20,4,Delivery was late,Negative,Cash,Mirpur
2173,2025-12-22,Monday,12,1848,Fried Rice,Main Course,3,280,840,21,3,18,2,Amazing quality,Positive,Cash,Uttara
2174,2025-06-06,Friday,6,1051,Juice,Beverage,7,150,1050,15,7,8,5,It was okay,Neutral,Cash,Uttara
2175,2025-10-07,Tuesday,10,1797,Juice,Beverage,8,150,1200,18,8,10,2,Very tasty and fresh,Positive,Cash,Mirpur
2176,2025-05-02,Friday,5,1201,Juice,Beverage,7,150,1050,16,7,9,5,Loved the food,Positive,Cash,Dhanmondi
2177,2025-06-23,Monday,6,1506,Sandwich,Fast Food,8,220,1760,23,8,15,3,Excellent food and fast service,Positive,Card,Mirpur
2178,2025-10-16,Thursday,10,1091,Burger,Fast Food,1,250,250,20,1,19,3,Highly recommended,Positive,Cash,Banani
2179,2025-03-29,Saturday,3,1579,Biryani,Main Course,2,320,640,10,2,8,2,Highly recommended,Positive,Nagad,Dhanmondi
2180,2025-12-02,Tuesday,12,1823,Juice,Beverage,8,150,1200,17,8,9,4,Excellent food and fast service,Positive,Bkash,Mirpur
2181,2025-07-28,Monday,7,1827,Pizza,Fast Food,8,550,4400,16,8,8,2,Amazing quality,Positive,Nagad,Dhanmondi
2182,2025-08-21,Thursday,8,1844,Pasta,Main Course,5,350,1750,17,5,12,3,Very tasty and fresh,Positive,Bkash,Mirpur
2183,2025-03-09,Sunday,3,1015,Biryani,Main Course,6,320,1920,15,6,9,3,Highly recommended,Positive,Bkash,Uttara
2184,2025-04-20,Sunday,4,1597,Ice Cream,Dessert,5,120,600,12,5,7,4,Excellent food and fast service,Positive,Bkash,Banani
2185,2025-08-31,Sunday,8,1430,Biryani,Main Course,7,320,2240,12,7,5,4,Very tasty and fresh,Positive,Bkash,Dhanmondi
2186,2025-04-26,Saturday,4,1617,Biryani,Main Course,8,320,2560,26,8,18,4,Highly recommended,Positive,Cash,Uttara
2187,2025-05-19,Monday,5,1134,Coffee,Beverage,6,180,1080,22,6,16,2,Excellent food and fast service,Positive,Cash,Dhanmondi
2188,2025-06-13,Friday,6,1901,Noodles,Main Course,2,260,520,12,2,10,5,Bad experience,Negative,Bkash,Banani
2189,2025-05-11,Sunday,5,1388,Sandwich,Fast Food,7,220,1540,25,7,18,2,Highly recommended,Positive,Cash,Mirpur
2190,2025-06-09,Monday,6,1448,Sandwich,Fast Food,5,220,1100,10,5,5,2,Very tasty and fresh,Positive,Cash,Dhanmondi
2191,2025-09-09,Tuesday,9,1051,Pasta,Main Course,3,350,1050,10,3,7,5,Excellent food and fast service,Positive,Card,Banani
2192,2025-11-08,Saturday,11,1553,Biryani,Main Course,4,320,1280,19,4,15,4,Too salty,Negative,Nagad,Mirpur
2193,2025-08-18,Monday,8,1420,Burger,Fast Food,3,250,750,11,3,8,4,Amazing quality,Positive,Bkash,Banani
2194,2025-04-06,Sunday,4,1204,Biryani,Main Course,1,320,320,11,1,10,5,Very tasty and fresh,Positive,Card,Dhanmondi
2195,2025-07-03,Thursday,7,1062,Coffee,Beverage,1,180,180,12,1,11,2,Average taste,Neutral,Cash,Banani
2196,2025-05-08,Thursday,5,1626,Pasta,Main Course,7,350,2450,26,7,19,2,Excellent food and fast service,Positive,Cash,Dhanmondi
2197,2025-03-04,Tuesday,3,1593,Pasta,Main Course,2,350,700,19,2,17,2,Average taste,Neutral,Nagad,Uttara
2198,2025-05-01,Thursday,5,1689,Biryani,Main Course,8,320,2560,19,8,11,5,Bad experience,Negative,Cash,Banani
2199,2025-01-05,Sunday,1,1965,Noodles,Main Course,6,260,1560,20,6,14,5,Excellent food and fast service,Positive,Nagad,Mirpur
2200,2025-07-18,Friday,7,1835,Fried Rice,Main Course,1,280,280,7,1,6,4,Amazing quality,Positive,Card,Uttara
2201,2025-08-11,Monday,8,1951,Pizza,Fast Food,2,550,1100,14,2,12,2,Food was cold,Negative,Cash,Mirpur
2202,2025-02-17,Monday,2,1777,Ice Cream,Dessert,6,120,720,19,6,13,4,Very tasty and fresh,Positive,Card,Dhanmondi
2203,2025-04-07,Monday,4,1780,Pasta,Main Course,1,350,350,8,1,7,3,Loved the food,Positive,Bkash,Banani
2204,2025-07-30,Wednesday,7,1621,Burger,Fast Food,8,250,2000,23,8,15,4,Amazing quality,Positive,Bkash,Mirpur
2205,2025-07-27,Sunday,7,1059,Juice,Beverage,8,150,1200,17,8,9,3,Average taste,Neutral,Bkash,Dhanmondi
2206,2025-03-13,Thursday,3,1525,Noodles,Main Course,2,260,520,11,2,9,5,Delivery was late,Negative,Bkash,Dhanmondi
2207,2025-03-18,Tuesday,3,1908,Juice,Beverage,3,150,450,9,3,6,2,Amazing quality,Positive,Nagad,Mirpur
2208,2025-12-19,Friday,12,1652,Coffee,Beverage,3,180,540,22,3,19,3,Loved the food,Positive,Nagad,Mirpur
2209,2025-03-23,Sunday,3,1089,Fried Rice,Main Course,6,280,1680,25,6,19,3,Loved the food,Positive,Cash,Uttara
2210,2025-10-10,Friday,10,1643,Coffee,Beverage,2,180,360,10,2,8,3,Average taste,Neutral,Bkash,Mirpur
2211,2025-10-17,Friday,10,1062,Burger,Fast Food,5,250,1250,22,5,17,5,Excellent food and fast service,Positive,Card,Uttara
2212,2025-01-29,Wednesday,1,1130,Pasta,Main Course,7,350,2450,25,7,18,3,Excellent food and fast service,Positive,Card,Banani
2213,2025-02-14,Friday,2,1581,Burger,Fast Food,2,250,500,12,2,10,5,Very tasty and fresh,Positive,Cash,Mirpur
2214,2025-02-15,Saturday,2,1011,Biryani,Main Course,1,320,320,14,1,13,5,Too salty,Negative,Nagad,Banani
2215,2025-06-16,Monday,6,1993,Fried Rice,Main Course,5,280,1400,19,5,14,4,Excellent food and fast service,Positive,Card,Uttara
2216,2025-08-14,Thursday,8,1109,Juice,Beverage,4,150,600,18,4,14,2,Excellent food and fast service,Positive,Bkash,Uttara
2217,2025-01-04,Saturday,1,1503,Coffee,Beverage,8,180,1440,19,8,11,3,Too salty,Negative,Bkash,Uttara
2218,2025-06-29,Sunday,6,1547,Noodles,Main Course,7,260,1820,14,7,7,3,Highly recommended,Positive,Card,Mirpur
2219,2025-02-21,Friday,2,1521,Biryani,Main Course,8,320,2560,18,8,10,5,Excellent food and fast service,Positive,Nagad,Banani
2220,2025-06-29,Sunday,6,1979,Juice,Beverage,3,150,450,12,3,9,5,Excellent food and fast service,Positive,Nagad,Banani
2221,2025-09-19,Friday,9,1678,Pasta,Main Course,5,350,1750,25,5,20,3,Excellent food and fast service,Positive,Cash,Uttara
2222,2025-07-05,Saturday,7,1825,Burger,Fast Food,1,250,250,19,1,18,4,Food was cold,Negative,Nagad,Mirpur
2223,2025-03-16,Sunday,3,1314,Biryani,Main Course,4,320,1280,19,4,15,2,Delivery was late,Negative,Bkash,Banani
2224,2025-07-13,Sunday,7,1809,Noodles,Main Course,3,260,780,11,3,8,5,Loved the food,Positive,Bkash,Mirpur
2225,2025-03-25,Tuesday,3,1675,Coffee,Beverage,5,180,900,15,5,10,4,Highly recommended,Positive,Bkash,Dhanmondi
2226,2025-03-05,Wednesday,3,1543,Pizza,Fast Food,8,550,4400,19,8,11,3,Excellent food and fast service,Positive,Nagad,Uttara
2227,2025-01-02,Thursday,1,1807,Juice,Beverage,4,150,600,18,4,14,4,Amazing quality,Positive,Card,Dhanmondi
2228,2025-09-28,Sunday,9,1414,Noodles,Main Course,5,260,1300,23,5,18,4,Highly recommended,Positive,Cash,Mirpur
2229,2025-02-20,Thursday,2,1318,Pizza,Fast Food,1,550,550,11,1,10,3,Loved the food,Positive,Bkash,Dhanmondi
2230,2025-04-06,Sunday,4,1318,Fried Rice,Main Course,1,280,280,9,1,8,5,Average taste,Neutral,Cash,Uttara
2231,2025-09-12,Friday,9,1207,Biryani,Main Course,2,320,640,19,2,17,3,Excellent food and fast service,Positive,Cash,Uttara
2232,2025-02-23,Sunday,2,1033,Ice Cream,Dessert,8,120,960,14,8,6,2,Loved the food,Positive,Card,Mirpur
2233,2025-09-01,Monday,9,1765,Pizza,Fast Food,4,550,2200,12,4,8,2,Nothing special,Neutral,Nagad,Banani
2234,2025-01-24,Friday,1,1700,Pizza,Fast Food,7,550,3850,16,7,9,2,Service was normal,Neutral,Bkash,Dhanmondi
2235,2025-10-25,Saturday,10,1643,Pasta,Main Course,8,350,2800,23,8,15,2,Food was cold,Negative,Cash,Uttara
2236,2025-08-13,Wednesday,8,1023,Coffee,Beverage,4,180,720,19,4,15,5,Excellent food and fast service,Positive,Card,Banani
2237,2025-09-25,Thursday,9,1778,Burger,Fast Food,8,250,2000,17,8,9,2,Acceptable,Neutral,Card,Banani
2238,2025-02-27,Thursday,2,1113,Juice,Beverage,2,150,300,20,2,18,5,Amazing quality,Positive,Card,Uttara
2239,2025-04-14,Monday,4,1548,Ice Cream,Dessert,7,120,840,20,7,13,3,Excellent food and fast service,Positive,Nagad,Mirpur
2240,2025-04-27,Sunday,4,1921,Burger,Fast Food,8,250,2000,26,8,18,2,Excellent food and fast service,Positive,Card,Mirpur
2241,2025-10-08,Wednesday,10,1032,Burger,Fast Food,6,250,1500,22,6,16,2,Amazing quality,Positive,Card,Mirpur
2242,2025-12-09,Tuesday,12,1987,Pasta,Main Course,4,350,1400,13,4,9,3,Highly recommended,Positive,Card,Dhanmondi
2243,2025-07-20,Sunday,7,1564,Ice Cream,Dessert,1,120,120,18,1,17,4,Nothing special,Neutral,Nagad,Mirpur
2244,2025-07-23,Wednesday,7,1067,Sandwich,Fast Food,1,220,220,18,1,17,5,Too salty,Negative,Cash,Uttara
2245,2025-10-23,Thursday,10,1858,Coffee,Beverage,3,180,540,10,3,7,5,Excellent food and fast service,Positive,Bkash,Uttara
2246,2025-07-18,Friday,7,1202,Pizza,Fast Food,1,550,550,21,1,20,4,Delivery was late,Negative,Cash,Mirpur
2247,2025-03-22,Saturday,3,1591,Pasta,Main Course,4,350,1400,12,4,8,3,It was okay,Neutral,Bkash,Mirpur
2248,2025-09-15,Monday,9,1756,Pizza,Fast Food,4,550,2200,9,4,5,5,Excellent food and fast service,Positive,Cash,Dhanmondi
2249,2025-06-11,Wednesday,6,1386,Fried Rice,Main Course,1,280,280,10,1,9,5,Excellent food and fast service,Positive,Bkash,Banani
2250,2025-12-24,Wednesday,12,1883,Pasta,Main Course,7,350,2450,19,7,12,4,Amazing quality,Positive,Card,Mirpur
2251,2025-10-09,Thursday,10,1901,Pizza,Fast Food,2,550,1100,7,2,5,4,Excellent food and fast service,Positive,Nagad,Banani
2252,2025-05-13,Tuesday,5,1327,Biryani,Main Course,8,320,2560,26,8,18,5,Food was cold,Negative,Card,Mirpur
2253,2025-06-14,Saturday,6,1337,Pizza,Fast Food,3,550,1650,10,3,7,2,Not worth the price,Negative,Card,Uttara
2254,2025-10-31,Friday,10,1158,Coffee,Beverage,8,180,1440,16,8,8,5,Loved the food,Positive,Cash,Banani
2255,2025-03-24,Monday,3,1445,Fried Rice,Main Course,7,280,1960,12,7,5,4,Loved the food,Positive,Bkash,Banani
2256,2025-08-25,Monday,8,1104,Sandwich,Fast Food,3,220,660,9,3,6,2,Highly recommended,Positive,Nagad,Uttara
2257,2025-02-01,Saturday,2,1772,Noodles,Main Course,8,260,2080,16,8,8,5,Loved the food,Positive,Card,Banani
2258,2025-12-07,Sunday,12,1233,Burger,Fast Food,4,250,1000,12,4,8,2,Loved the food,Positive,Card,Banani
2259,2025-06-01,Sunday,6,1392,Pizza,Fast Food,5,550,2750,20,5,15,2,It was okay,Neutral,Card,Uttara
2260,2025-06-20,Friday,6,1190,Pasta,Main Course,7,350,2450,24,7,17,4,Not worth the price,Negative,Cash,Banani
2261,2025-08-02,Saturday,8,1699,Juice,Beverage,5,150,750,14,5,9,3,Highly recommended,Positive,Card,Banani
2262,2025-02-04,Tuesday,2,1487,Fried Rice,Main Course,6,280,1680,17,6,11,5,Nothing special,Neutral,Card,Mirpur
2263,2025-11-06,Thursday,11,1621,Biryani,Main Course,4,320,1280,22,4,18,2,Nothing special,Neutral,Nagad,Dhanmondi
2264,2025-05-15,Thursday,5,1798,Noodles,Main Course,7,260,1820,19,7,12,4,Loved the food,Positive,Card,Mirpur
2265,2025-01-04,Saturday,1,1428,Coffee,Beverage,1,180,180,10,1,9,2,Amazing quality,Positive,Bkash,Banani
2266,2025-08-08,Friday,8,1421,Pasta,Main Course,1,350,350,16,1,15,5,Loved the food,Positive,Cash,Banani
2267,2025-09-14,Sunday,9,1260,Ice Cream,Dessert,8,120,960,28,8,20,3,Service was normal,Neutral,Nagad,Dhanmondi
2268,2025-10-28,Tuesday,10,1488,Burger,Fast Food,4,250,1000,17,4,13,3,Very tasty and fresh,Positive,Nagad,Uttara
2269,2025-08-22,Friday,8,1966,Fried Rice,Main Course,3,280,840,9,3,6,3,It was okay,Neutral,Nagad,Dhanmondi
2270,2025-02-24,Monday,2,1436,Pizza,Fast Food,8,550,4400,24,8,16,2,Nothing special,Neutral,Nagad,Dhanmondi
2271,2025-08-05,Tuesday,8,1380,Biryani,Main Course,1,320,320,15,1,14,2,Amazing quality,Positive,Bkash,Mirpur
2272,2025-10-10,Friday,10,1855,Juice,Beverage,4,150,600,10,4,6,5,Excellent food and fast service,Positive,Cash,Uttara
2273,2025-10-27,Monday,10,1984,Biryani,Main Course,3,320,960,8,3,5,2,Not worth the price,Negative,Cash,Mirpur
2274,2025-04-05,Saturday,4,1432,Juice,Beverage,5,150,750,25,5,20,2,Food was cold,Negative,Cash,Banani
2275,2025-08-26,Tuesday,8,1456,Burger,Fast Food,4,250,1000,11,4,7,2,Very tasty and fresh,Positive,Bkash,Dhanmondi
2276,2025-01-17,Friday,1,1187,Pasta,Main Course,4,350,1400,15,4,11,4,Highly recommended,Positive,Bkash,Banani
2277,2025-10-23,Thursday,10,1801,Fried Rice,Main Course,2,280,560,21,2,19,5,Loved the food,Positive,Nagad,Uttara
